filename,w,x,y,z
model_w0.717_x0.020_y-0.664_z-0.212_124605126346.png,0.7167293429374695,0.019794093444943428,-0.6641138195991516,-0.2118019312620163
model_w0.857_x0.425_y-0.283_z0.073_124605326280.png,0.8565727472305298,0.4253259599208832,-0.28297534584999084,0.07284148782491684
model_w-0.338_x0.490_y0.773_z0.219_124605436928.png,-0.3378622233867645,0.48979616165161133,0.7733922004699707,0.2186625450849533
model_w-0.036_x0.713_y-0.587_z-0.381_124605545367.png,-0.035649873316287994,0.7134709358215332,-0.5870516896247864,-0.3808656632900238
model_w0.039_x-0.117_y0.010_z0.992_124605653659.png,0.03851388022303581,-0.11726022511720657,0.010130276903510094,0.992302417755127
model_w-0.636_x0.417_y-0.026_z-0.649_124605761454.png,-0.6358672976493835,0.4174634516239166,-0.02591247670352459,-0.648633599281311
model_w0.973_x0.084_y-0.147_z-0.157_124605869574.png,0.9730367660522461,0.08373554795980453,-0.1467163860797882,-0.15704180300235748
model_w0.822_x0.497_y0.266_z-0.078_124605978299.png,0.8224033713340759,0.49663686752319336,0.26638683676719666,-0.07773414999246597
model_w0.615_x-0.697_y0.312_z-0.197_124606084889.png,0.6151110529899597,-0.6969171166419983,0.31185540556907654,-0.19670066237449646
model_w0.325_x-0.070_y0.724_z-0.604_124606193102.png,0.3250937759876251,-0.07042141258716583,0.7244283556938171,-0.6037867069244385
model_w-0.883_x-0.372_y0.019_z0.286_124606303197.png,-0.8828690648078918,-0.37183699011802673,0.018741600215435028,0.28623101115226746
model_w0.475_x0.079_y-0.876_z0.028_124606411621.png,0.475223571062088,0.07918605208396912,-0.8758358359336853,0.028349528089165688
model_w-0.528_x-0.048_y-0.401_z0.748_124606518576.png,-0.5276868939399719,-0.04812600091099739,-0.4005711078643799,0.7475113272666931
model_w-0.210_x0.346_y-0.711_z-0.575_124606627619.png,-0.20967291295528412,0.3459317982196808,-0.7108457088470459,-0.5753840804100037
model_w0.168_x0.136_y0.891_z0.400_124606734893.png,0.1675620675086975,0.1362844556570053,0.8907421827316284,0.3999098539352417
model_w-0.311_x-0.036_y-0.934_z-0.174_124606843405.png,-0.31118759512901306,-0.03584444895386696,-0.9335822463035583,-0.17407365143299103
model_w-0.257_x0.814_y0.277_z0.441_124606951981.png,-0.25731104612350464,0.8137995600700378,0.2774203419685364,0.4410887062549591
model_w0.367_x-0.598_y-0.639_z0.315_124607061462.png,0.367279589176178,-0.598110556602478,-0.6387606859207153,0.31520506739616394
model_w-0.402_x0.077_y0.450_z-0.793_124607168673.png,-0.401896595954895,0.07739624381065369,0.45047464966773987,-0.7934491634368896
model_w-0.103_x0.120_y-0.978_z0.135_124607277742.png,-0.10349494218826294,0.12046804279088974,-0.978079080581665,0.13467594981193542
model_w-0.858_x0.423_y-0.133_z-0.260_124607387023.png,-0.8577014803886414,0.4233921766281128,-0.13255219161510468,-0.25984054803848267
model_w-0.435_x-0.627_y0.275_z0.585_124607495448.png,-0.4348240792751312,-0.6268863081932068,0.2752503454685211,0.5849605798721313
model_w0.052_x0.699_y-0.236_z-0.673_124607604023.png,0.052169520407915115,0.6991933584213257,-0.23601488769054413,-0.6728327870368958
model_w-0.074_x-0.059_y0.862_z0.497_124607714113.png,-0.0738113597035408,-0.058672789484262466,0.8624920845031738,0.4972090423107147
model_w-0.793_x0.444_y0.086_z-0.409_124607821703.png,-0.7931072115898132,0.44357162714004517,0.08553864806890488,-0.4085441529750824
model_w-0.883_x-0.172_y0.415_z-0.134_124607929303.png,-0.8833740949630737,-0.1716218888759613,0.4149884581565857,-0.13409215211868286
model_w0.095_x0.938_y0.291_z-0.165_124608037961.png,0.09525516629219055,0.9375729560852051,0.2912124693393707,-0.16455605626106262
model_w0.606_x-0.219_y0.554_z0.527_124608146754.png,0.6063862442970276,-0.2194051593542099,0.5540192127227783,0.5265166759490967
model_w-0.816_x-0.240_y-0.307_z-0.426_124608254886.png,-0.8164486289024353,-0.23964132368564606,-0.30686503648757935,-0.42640069127082825
model_w0.728_x0.330_y0.485_z-0.354_124608363150.png,0.7282766103744507,0.32963958382606506,0.4852040708065033,-0.3542991876602173
model_w0.271_x0.337_y-0.487_z-0.759_124608471835.png,0.27142056822776794,0.3366432189941406,-0.48719266057014465,-0.7587130665779114
model_w-0.271_x0.738_y0.590_z0.182_124608582070.png,-0.27122005820274353,0.7382490634918213,0.5900896191596985,0.1822696328163147
model_w0.442_x-0.748_y-0.492_z-0.055_124608691706.png,0.44216927886009216,-0.7476351857185364,-0.4924210011959076,-0.05522274598479271
model_w-0.062_x0.034_y0.147_z-0.987_124608799748.png,-0.06169768422842026,0.03431732952594757,0.1471341997385025,-0.9865937829017639
model_w0.095_x-0.351_y0.433_z0.825_124608909931.png,0.09548527747392654,-0.35067489743232727,0.4328891932964325,0.8249343037605286
model_w-0.026_x0.218_y0.540_z-0.812_124609016723.png,-0.025641653686761856,0.21821145713329315,0.539982259273529,-0.8124933242797852
model_w0.301_x-0.474_y-0.136_z-0.816_124609123687.png,0.3006856441497803,-0.4741995334625244,-0.136230930685997,-0.8161887526512146
model_w0.729_x-0.482_y-0.288_z-0.391_124609233307.png,0.7291144132614136,-0.48188459873199463,-0.2882799208164215,-0.39124688506126404
model_w-0.135_x-0.184_y0.814_z-0.535_124609340893.png,-0.13469307124614716,-0.18422351777553558,0.8135074377059937,-0.5349066853523254
model_w-0.364_x0.549_y0.744_z-0.111_124609449570.png,-0.36397451162338257,0.5487377047538757,0.7443212270736694,-0.11133450269699097
model_w0.723_x-0.440_y0.061_z0.529_124609558616.png,0.7229784727096558,-0.43973931670188904,0.0614970400929451,0.5292916297912598
model_w0.479_x-0.617_y0.565_z-0.264_124609666219.png,0.47945505380630493,-0.6172093749046326,0.5654572248458862,-0.26350244879722595
model_w-0.115_x-0.140_y-0.896_z0.405_124609775522.png,-0.11543892323970795,-0.13952021300792694,-0.8962995409965515,0.4047902226448059
model_w0.600_x0.800_y-0.028_z-0.005_124609883526.png,0.5996721982955933,0.7997403144836426,-0.027946021407842636,-0.005264663137495518
