filename,w,x,y,z
model_w0.434_x0.507_y-0.192_z0.719_194918536737.png,0.43445730209350586,0.506813108921051,-0.191879004240036,0.7194231748580933
model_w0.409_x-0.709_y-0.573_z0.040_194918644780.png,0.4094241261482239,-0.7085333466529846,-0.5733969807624817,0.039600104093551636
model_w-0.242_x0.754_y0.525_z0.312_194918753804.png,-0.2424948364496231,0.7537698745727539,0.5249794125556946,0.3121280372142792
model_w0.816_x-0.131_y-0.519_z-0.218_194918863582.png,0.8159492611885071,-0.13082318007946014,-0.519133985042572,-0.21820174157619476
model_w0.573_x0.156_y0.628_z-0.503_194918973395.png,0.572634220123291,0.1557605266571045,0.6282628774642944,-0.5031048059463501
model_w-0.401_x0.194_y-0.892_z-0.079_194919082348.png,-0.4005323350429535,0.19425934553146362,-0.8919598460197449,-0.07902371138334274
model_w-0.727_x-0.545_y-0.378_z-0.175_194919191757.png,-0.727453351020813,-0.5449280738830566,-0.3783896863460541,-0.17517493665218353
model_w-0.532_x0.308_y-0.065_z-0.786_194919300634.png,-0.531876266002655,0.30805766582489014,-0.06527034938335419,-0.7860965728759766
model_w0.326_x0.413_y-0.235_z-0.818_194919409507.png,0.3255080580711365,0.4125393331050873,-0.23510359227657318,-0.8176686763763428
model_w-0.567_x0.518_y0.640_z0.022_194919520364.png,-0.5672898292541504,0.5180237293243408,0.6398152112960815,0.021683523431420326
model_w0.915_x0.001_y0.089_z0.393_194919629836.png,0.9151090383529663,0.001142344088293612,0.08927243947982788,0.3931981027126312
model_w0.775_x0.393_y0.255_z-0.423_194919738574.png,0.7753328680992126,0.39333388209342957,0.2553654909133911,-0.4230080842971802
model_w0.093_x0.765_y-0.588_z0.247_194919845875.png,0.09341776371002197,0.7647179365158081,-0.5876623392105103,0.24724985659122467
model_w0.327_x-0.008_y0.748_z-0.578_194919953715.png,0.3270452320575714,-0.008398760110139847,0.7475931644439697,-0.5779924392700195
model_w0.261_x-0.191_y-0.691_z0.646_194920060097.png,0.26088500022888184,-0.19085125625133514,-0.6914644837379456,0.6460585594177246
model_w-0.024_x-0.959_y-0.282_z0.019_194920169549.png,-0.024008385837078094,-0.9589053392410278,-0.28206607699394226,0.019049769267439842
model_w-0.151_x0.494_y0.242_z0.821_194920278730.png,-0.15140381455421448,0.4940136969089508,0.2417699694633484,0.8213248252868652
model_w0.841_x-0.158_y0.190_z-0.481_194920386712.png,0.8413401246070862,-0.15843133628368378,0.18998727202415466,-0.4805738925933838
model_w0.107_x-0.614_y0.398_z-0.674_194920495468.png,0.10654217004776001,-0.6138340830802917,0.3975345492362976,-0.6736637353897095
model_w-0.689_x-0.370_y0.599_z0.172_194920605501.png,-0.6889577507972717,-0.36980608105659485,0.5992266535758972,0.17177897691726685
model_w-0.971_x0.202_y-0.094_z-0.090_194920714616.png,-0.970785915851593,0.20159852504730225,-0.09404408931732178,-0.08993562310934067
model_w-0.511_x-0.329_y-0.645_z0.464_194920823513.png,-0.5108988881111145,-0.3285941481590271,-0.6450732350349426,0.46356090903282166
model_w-0.128_x0.440_y-0.697_z0.552_194920932585.png,-0.12756705284118652,0.4397527277469635,-0.6966525912284851,0.5522855520248413
model_w0.204_x-0.149_y-0.059_z0.966_194921040753.png,0.20374703407287598,-0.14893049001693726,-0.05936868116259575,0.9658064842224121
model_w-0.344_x0.604_y-0.355_z-0.626_194921149688.png,-0.343548446893692,0.6037240624427795,-0.3552195727825165,-0.6255483031272888
model_w0.665_x-0.213_y0.630_z0.340_194921257651.png,0.6649198532104492,-0.21257205307483673,0.6299624443054199,0.3403557538986206
model_w0.565_x0.367_y-0.362_z-0.644_194921366471.png,0.5654606819152832,0.36651989817619324,-0.3619728088378906,-0.6441218852996826
model_w-0.469_x-0.466_y-0.746_z0.083_194921474629.png,-0.4687490165233612,-0.46567603945732117,-0.7460060119628906,0.08303691446781158
model_w0.194_x0.169_y0.963_z0.080_194921582503.png,0.19381864368915558,0.16897229850292206,0.9630899429321289,0.07962661236524582
model_w0.645_x0.158_y0.586_z0.464_194921691834.png,0.6452212333679199,0.15802988409996033,0.5863167643547058,0.46362560987472534
model_w0.107_x0.950_y-0.233_z-0.176_194921801184.png,0.10699552297592163,0.9504312872886658,-0.2326039969921112,-0.17643019556999207
model_w-0.146_x0.178_y-0.701_z0.675_194921908915.png,-0.14629776775836945,0.1781831979751587,-0.7009631991386414,0.6749060750007629
model_w-0.721_x-0.285_y-0.035_z-0.630_194922016814.png,-0.7209868431091309,-0.2854403555393219,-0.034994423389434814,-0.630457878112793
model_w0.766_x0.067_y0.591_z-0.244_194922125820.png,0.7661846280097961,0.06699808686971664,0.5907645225524902,-0.24386367201805115
model_w-0.601_x-0.488_y-0.296_z0.559_194922234623.png,-0.6008381247520447,-0.4881764352321625,-0.29624712467193604,0.5593879818916321
model_w-0.102_x-0.348_y0.777_z0.515_194922343514.png,-0.10167460143566132,-0.34817713499069214,0.776652455329895,0.5150201916694641
model_w-0.559_x-0.526_y-0.450_z-0.456_194922451237.png,-0.5589665770530701,-0.5259087085723877,-0.45018061995506287,-0.45641404390335083
model_w-0.393_x0.514_y-0.524_z0.554_194922560556.png,-0.3927796483039856,0.5137686729431152,-0.5243266820907593,0.5539381504058838
model_w-0.014_x0.955_y-0.253_z0.154_194922668056.png,-0.014164968393743038,0.9550082087516785,-0.2531185746192932,0.15391471982002258
model_w-0.063_x0.371_y0.867_z0.327_194922774885.png,-0.06293943524360657,0.3706986606121063,0.8669233322143555,0.3272080719470978
model_w-0.760_x0.469_y-0.405_z-0.196_194922885021.png,-0.7599366903305054,0.4691272974014282,-0.40520811080932617,-0.19550463557243347
model_w-0.107_x0.296_y0.425_z-0.849_194922995571.png,-0.10729356110095978,0.2959389388561249,0.4245903193950653,-0.8489000797271729
model_w0.684_x-0.139_y-0.696_z-0.166_194923105621.png,0.6843087673187256,-0.13857369124889374,-0.6963232755661011,-0.1662905365228653
model_w0.826_x0.448_y0.337_z-0.051_194923216703.png,0.8262560963630676,0.44841670989990234,0.3371293842792511,-0.05066767707467079
model_w0.842_x-0.469_y-0.146_z0.222_194923325907.png,0.841982364654541,-0.4694848656654358,-0.1462440937757492,0.22195091843605042
model_w-0.246_x0.009_y0.039_z0.968_194923436588.png,-0.24638578295707703,0.008780534379184246,0.039311062544584274,0.9683343768119812
model_w-0.519_x-0.171_y0.700_z0.460_194923545561.png,-0.5185356736183167,-0.17128866910934448,0.700230062007904,0.4598466455936432
model_w0.503_x0.124_y-0.800_z-0.301_194923654953.png,0.503312885761261,0.12449411302804947,-0.8003838062286377,-0.30093711614608765
model_w0.169_x-0.174_y-0.945_z-0.219_194923763717.png,0.16859182715415955,-0.17405645549297333,-0.9451018571853638,-0.2192343771457672
